Player_id, won_contest, accurate_pass, touch_factor, aerial_won, saves, total_tackle_opp, yellow_card_opp, red_card_opp, goals, assists
329820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12376,13.0,791.0,2.56107910542,8.0,0.0,60.0,7.0,0.0,4.0,3.0
5625,3.0,108.0,0.336626207934,0.0,0.0,13.0,0.0,0.0,0.0,1.0
294516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28746,0.0,134.0,0.730696433063,0.0,37.0,0.0,0.0,0.0,0.0,0.0
70050,10.0,819.0,1.59054483577,46.0,0.0,29.0,5.0,0.0,1.0,0.0
14102,46.0,1810.0,3.28471056958,16.0,0.0,44.0,6.0,0.0,4.0,7.0
21571,0.0,382.0,2.03178276152,6.0,83.0,0.0,1.0,0.0,0.0,0.0
13727,0.0,48.0,0.13064516129,5.0,0.0,6.0,0.0,0.0,0.0,0.0
79970,1.0,69.0,0.312704287236,0.0,0.0,5.0,0.0,0.0,0.0,0.0
29814,5.0,41.0,0.171064706273,2.0,0.0,4.0,3.0,0.0,0.0,0.0
325156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22847,23.0,1074.0,2.74330535063,37.0,0.0,59.0,7.0,0.0,0.0,0.0
22846,14.0,1090.0,3.01183543745,42.0,0.0,37.0,3.0,0.0,2.0,4.0
21778,26.0,1749.0,3.42402320901,106.0,0.0,43.0,5.0,0.0,0.0,0.0
23683,6.0,753.0,3.25630582709,52.0,0.0,50.0,12.0,0.0,0.0,2.0
3841,0.0,522.0,1.8666339774,58.0,0.0,29.0,5.0,0.0,0.0,1.0
75198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101605,0.0,250.0,0.703079999204,24.0,0.0,9.0,1.0,0.0,1.0,0.0
255505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71015,3.0,40.0,0.181879432564,0.0,0.0,4.0,0.0,0.0,0.0,1.0
12713,0.0,28.0,0.089605734767,2.0,0.0,0.0,1.0,0.0,0.0,0.0
125211,45.0,1179.0,2.68983842435,31.0,0.0,24.0,4.0,0.0,1.0,4.0
38772,26.0,586.0,1.94363661731,56.0,0.0,48.0,1.0,0.0,0.0,1.0
80921,14.0,1293.0,2.54599501492,103.0,0.0,54.0,11.0,0.0,2.0,2.0
13756,32.0,1827.0,3.47160904206,7.0,0.0,26.0,2.0,0.0,8.0,9.0
