Date, MatchId, home_team_id, home_team_name, away_team_id, away_team_name, half_time_score,, full_time_score,, home_prob, draw_prob, away_prob, home_odds, draw_odds, away_odds, odds_home_prob, odds_draw_prob, odds_away_prob, model_pred, odds_pred, model_correct?, odds_correct?, payout
11/3/17 15:00,1080788,214,Hull,259,Swansea,0,0,2,1,0.396889124,0.252111936,0.35099894,2.55,3.3,3,0.381282496,0.294627383,0.324090121,0,0,1,1,2.55
1/4/17 15:00,1080789,14,Leicester,96,Stoke,1,0,2,0,0.393930183,0.261873993,0.344195824,2.05,3.5,4,0.476595745,0.279148936,0.244255319,0,0,1,1,2.05
5/4/17 20:00,1080790,15,Chelsea,167,Man City,2,1,2,1,0.427901187,0.209958664,0.36214015,2.4,3.5,3.1,0.406519296,0.278756088,0.314724616,0,0,1,1,2.4
8/3/17 20:00,1080791,167,Man City,96,Stoke,0,0,0,0,0.58937878,0.199010683,0.211610537,1.25,6.5,15,0.783919598,0.150753769,0.065326633,0,0,0,0,0
1/4/17 12:30,1080792,26,Liverpool,31,Everton,2,1,3,1,0.53455601,0.209737216,0.255706774,1.73,3.9,5.25,0.563979672,0.250175598,0.18584473,0,0,1,1,1.73
4/3/17 17:30,1080793,26,Liverpool,13,Arsenal,2,0,3,1,0.476281242,0.208231825,0.315486933,2.15,3.6,3.6,0.455696203,0.272151899,0.272151899,0,0,1,1,2.15
5/4/17 19:45,1080794,18,Southampton,162,Crystal Palace,1,1,3,1,0.496146591,0.236675486,0.267177922,1.83,3.7,4.75,0.531955143,0.263102138,0.204942718,0,0,1,1,1.83
26/04/2017 19:45:00,1080795,21,Middlesbrough,16,Sunderland,1,0,1,0,0.520457575,0.242608111,0.236934314,2.3,3.4,3.4,0.425,0.2875,0.2875,0,0,1,1,2.3
1/4/17 15:00,1080796,32,Man United,175,West Brom,0,0,0,0,0.597693748,0.211974194,0.190332058,1.36,5,11,0.71651902,0.194893174,0.088587806,0,0,0,0,0
4/3/17 12:30,1080797,32,Man United,183,Bournemouth,1,1,1,1,0.509000259,0.21577514,0.275224601,1.25,6.5,15,0.783919598,0.150753769,0.065326633,0,0,0,0,0
5/4/17 20:00,1080798,26,Liverpool,183,Bournemouth,1,1,2,2,0.543528568,0.207553356,0.248918076,1.36,5.25,9.5,0.713162222,0.184742976,0.102094802,0,0,0,0,0
17/05/2017 19:45:00,1080799,18,Southampton,32,Man United,0,0,0,0,0.40780192,0.225920663,0.366277417,2.75,3.3,2.8,0.355179704,0.295983087,0.348837209,0,0,0,0,0
1/4/17 17:30,1080800,18,Southampton,183,Bournemouth,0,0,0,0,0.457020593,0.230800131,0.312179275,1.65,4,6,0.592592593,0.244444444,0.162962963,0,0,0,0,0
4/3/17 15:00,1080801,96,Stoke,21,Middlesbrough,2,0,2,0,0.408461437,0.248631656,0.342906906,1.95,3.4,4.5,0.498290181,0.285784074,0.215925745,0,0,1,1,1.95
8/4/17 17:30,1080802,183,Bournemouth,15,Chelsea,1,2,1,3,0.393279026,0.226238191,0.380482783,6.5,4,1.6,0.14953271,0.242990654,0.607476636,0,2,0,1,0
18/03/2017 17:30:00,1080803,183,Bournemouth,259,Swansea,1,0,2,0,0.459782588,0.236144811,0.3040726,2.15,3.5,3.6,0.452180154,0.277767809,0.270052037,0,0,1,1,2.15
2/4/17 13:30,1080804,259,Swansea,21,Middlesbrough,0,0,0,0,0.431441063,0.244225736,0.324333202,2,3.4,4.33,0.48777417,0.286925982,0.225299848,0,0,0,0,0
5/3/17 16:00,1080805,16,Sunderland,167,Man City,0,1,0,2,0.259566779,0.223776917,0.516656304,11,6.5,1.29,0.089131012,0.150837098,0.760031889,2,2,1,1,1.29
10/4/17 20:00,1080806,162,Crystal Palace,13,Arsenal,1,0,3,0,0.326904107,0.232701044,0.440394849,4.5,3.9,1.83,0.216785128,0.250136687,0.533078185,2,2,0,0,0
18/03/2017 15:00:00,1080807,162,Crystal Palace,27,Watford,0,0,1,0,0.449512901,0.25382007,0.296667029,1.91,3.5,4.75,0.51339458,0.280166757,0.206438663,0,0,1,1,1.91
1/4/17 15:00,1080808,27,Watford,16,Sunderland,0,0,1,0,0.459209896,0.258522006,0.282268097,1.85,3.6,4.75,0.525385974,0.269990015,0.204624011,0,0,1,1,1.85
4/3/17 15:00,1080809,259,Swansea,184,Burnley,1,1,3,2,0.507913007,0.248804913,0.24328208,2,3.5,4.2,0.488372093,0.279069767,0.23255814,0,0,1,1,2
9/4/17 16:00,1080810,31,Everton,14,Leicester,3,2,4,2,0.514728274,0.237636601,0.247635126,1.75,3.9,5,0.555951532,0.249465431,0.194583036,0,0,1,1,1.75
18/03/2017 15:00:00,1080811,31,Everton,214,Hull,1,0,4,0,0.501745582,0.234634015,0.263620403,1.53,4.33,7,0.636164626,0.224787963,0.139047411,0,0,1,1,1.53
5/4/17 19:45,1080812,13,Arsenal,29,West Ham,0,0,3,0,0.562019567,0.205253687,0.232726746,1.4,5.25,8,0.693641618,0.184971098,0.121387283,0,0,1,1,1.4
5/3/17 13:30,1080813,30,Tottenham,31,Everton,1,0,3,2,0.49823776,0.219267012,0.282495228,1.67,4.2,5.25,0.582847627,0.231751318,0.185401055,0,0,1,1,1.67
8/4/17 15:00,1080814,167,Man City,214,Hull,1,0,3,1,0.602591392,0.196759843,0.200648765,1.2,7.5,17,0.812619503,0.13001912,0.057361377,0,0,1,1,1.2
19/03/2017 16:30:00,1080815,167,Man City,26,Liverpool,0,0,1,1,0.476724014,0.204206879,0.319069107,2,3.75,3.8,0.485519591,0.258943782,0.255536627,0,0,0,0,0
4/4/17 19:45,1080816,184,Burnley,96,Stoke,0,0,1,0,0.362002011,0.268004041,0.369993948,2.5,3.1,3.3,0.390011437,0.314525353,0.29546321,2,0,0,1,0
4/3/17 15:00,1080817,27,Watford,18,Southampton,1,2,3,4,0.360665302,0.245623173,0.393711525,3.6,3.4,2.2,0.270622287,0.286541245,0.442836469,2,2,1,1,2.2
8/4/17 15:00,1080818,21,Middlesbrough,184,Burnley,0,0,0,0,0.51466524,0.246296188,0.239038572,2.45,3.1,3.4,0.398261855,0.314755337,0.286982807,0,0,0,0,0
19/03/2017 12:00:00,1080819,21,Middlesbrough,32,Man United,0,1,1,3,0.380860865,0.231091213,0.388047923,6,3.7,1.7,0.162574309,0.263634014,0.573791677,2,2,1,1,1.7
5/4/17 19:45,1080820,214,Hull,21,Middlesbrough,3,2,4,2,0.392092681,0.251166823,0.356740496,2.05,3.3,4.2,0.474089277,0.294510005,0.231400718,0,0,1,1,2.05
4/3/17 15:00,1080821,175,West Brom,162,Crystal Palace,0,0,0,2,0.363081867,0.27263442,0.364283713,2.2,3.3,3.8,0.4453125,0.296875,0.2578125,2,0,1,0,3.8
8/4/17 15:00,1080822,96,Stoke,26,Liverpool,1,0,1,2,0.323897275,0.229898015,0.446204711,4,3.75,1.95,0.242839352,0.259028643,0.498132005,2,2,1,1,1.95
18/03/2017 15:00:00,1080823,96,Stoke,15,Chelsea,1,1,1,2,0.349054724,0.233931112,0.417014164,6.5,4,1.62,0.150662637,0.244826784,0.604510579,2,2,1,1,1.62
6/3/17 20:00,1080824,29,West Ham,15,Chelsea,0,1,1,2,0.358684989,0.228577859,0.412737152,6,4.1,1.62,0.162150286,0.237293101,0.600556613,2,2,1,1,1.62
13/05/2017 17:30:00,1080825,96,Stoke,13,Arsenal,0,1,1,4,0.337584581,0.230099921,0.432315499,4.75,4.1,1.75,0.205219878,0.237754737,0.557025384,2,2,1,1,1.75
9/4/17 13:30,1080826,16,Sunderland,32,Man United,0,1,0,3,0.287693158,0.238322478,0.473984364,10,5.25,1.36,0.097487712,0.185690879,0.716821409,2,2,1,1,1.36
18/03/2017 15:00:00,1080827,16,Sunderland,184,Burnley,0,0,0,0,0.409103373,0.277482161,0.313414466,2.55,3.3,3,0.381282496,0.294627383,0.324090121,0,0,0,0,0
26/04/2017 19:45:00,1080828,13,Arsenal,14,Leicester,0,0,1,0,0.591031858,0.207906951,0.201061191,1.6,4.5,5.75,0.612063868,0.217622708,0.170313424,0,0,1,1,1.6
13/05/2017 15:00:00,1080829,16,Sunderland,259,Swansea,0,2,0,2,0.342222989,0.261558073,0.396218938,4.2,3.8,1.91,0.232330346,0.256786172,0.510883483,2,2,1,1,1.91
8/4/17 12:30,1080830,30,Tottenham,27,Watford,3,0,4,0,0.567937628,0.213205244,0.218857128,1.25,6.5,15,0.783919598,0.150753769,0.065326633,0,0,1,1,1.25
19/03/2017 14:15:00,1080831,30,Tottenham,18,Southampton,2,0,2,1,0.496693609,0.218920854,0.284385536,1.73,3.8,5.5,0.565032848,0.257238639,0.177728514,0,0,1,1,1.73
11/3/17 15:00,1080832,183,Bournemouth,29,West Ham,1,1,3,2,0.47861181,0.230462,0.29092619,2.6,3.5,2.8,0.374331551,0.278074866,0.347593583,0,0,1,1,2.6
14/05/2017 16:30:00,1080833,30,Tottenham,32,Man United,1,0,2,1,0.457521142,0.216066223,0.326412635,1.73,3.9,5.25,0.563979672,0.250175598,0.18584473,0,0,1,1,1.73
8/4/17 15:00,1080834,175,West Brom,18,Southampton,0,1,0,1,0.318623736,0.255476582,0.425899682,3,3.3,2.55,0.324090121,0.294627383,0.381282496,2,2,1,1,2.55
18/03/2017 12:30:00,1080835,175,West Brom,13,Arsenal,1,1,3,1,0.272060722,0.234501294,0.493437983,5.25,4,1.73,0.187014391,0.245456388,0.567529221,2,2,0,0,0
20/08/2016 15:00:00,1080836,184,Burnley,26,Liverpool,2,0,2,0,0.261153893,0.233625574,0.505220533,6.5,4.2,1.57,0.1495272,0.231411143,0.619061657,2,2,0,0,0
12/5/17 20:00,1080837,175,West Brom,15,Chelsea,0,0,0,1,0.282211504,0.239897086,0.47789141,10,5.25,1.36,0.097487712,0.185690879,0.716821409,2,2,1,1,1.36
8/4/17 15:00,1080838,29,West Ham,259,Swansea,1,0,1,0,0.42269683,0.242289198,0.335013972,2.1,3.6,3.7,0.464921466,0.271204188,0.263874346,0,0,1,1,2.1
18/03/2017 15:00:00,1080839,29,West Ham,14,Leicester,1,3,2,3,0.467255914,0.247391853,0.285352233,2.3,3.5,3.3,0.424788525,0.279146745,0.29606473,0,0,0,0,0
23/04/2017 14:15:00,1080840,184,Burnley,32,Man United,0,2,0,2,0.288697597,0.24097818,0.470324223,5.75,4,1.67,0.170050277,0.244447273,0.58550245,2,2,1,1,1.67
14/05/2017 14:15:00,1080841,29,West Ham,26,Liverpool,0,1,0,4,0.333714272,0.225014227,0.441271501,5.25,4,1.7,0.185159973,0.243022464,0.571817563,2,2,1,1,1.7
15/04/2017 15:00:00,1080842,162,Crystal Palace,14,Leicester,0,1,2,2,0.447060259,0.261272146,0.291667596,1.73,3.6,4.75,0.542074147,0.260496743,0.19742911,0,0,0,0,0
25/04/2017 19:45:00,1080843,15,Chelsea,18,Southampton,2,1,4,2,0.502544579,0.216652313,0.280803108,1.45,4.6,8.5,0.673035545,0.212152509,0.114811946,0,0,1,1,1.45
22/04/2017 15:00:00,1080844,214,Hull,27,Watford,0,0,2,0,0.443840717,0.25229948,0.303859804,1.91,3.7,4.33,0.51090142,0.263735598,0.225362982,0,0,1,1,1.91
18/05/2017 19:45:00,1080845,14,Leicester,30,Tottenham,0,2,1,6,0.316097768,0.241257408,0.442644824,4.5,3.8,1.85,0.216607611,0.256509012,0.526883377,2,2,1,1,1.85
23/04/2017 16:30:00,1080846,26,Liverpool,162,Crystal Palace,1,1,1,2,0.584062262,0.207436198,0.208501539,1.5,4.75,7,0.653562654,0.206388206,0.14004914,0,0,0,0,0
16/05/2017 20:00:00,1080847,167,Man City,175,West Brom,2,0,3,1,0.64294731,0.191565785,0.165486905,1.14,9,23,0.850172499,0.107688517,0.042138985,0,0,1,1,1.14
22/04/2017 15:00:00,1080848,259,Swansea,96,Stoke,1,0,2,0,0.455461573,0.245379269,0.299159158,2.2,3.4,3.6,0.442836469,0.286541245,0.270622287,0,0,1,1,2.2
22/04/2017 15:00:00,1080849,29,West Ham,31,Everton,0,0,0,0,0.399968631,0.23823208,0.361799289,3.3,3.6,2.25,0.295566502,0.270935961,0.433497537,0,2,0,0,0
29/04/2017 17:30:00,1080850,162,Crystal Palace,184,Burnley,0,1,0,2,0.472834615,0.262285353,0.264880032,1.75,3.5,4.75,0.535211268,0.267605634,0.197183099,0,0,0,0,0
30/04/2017 14:05:00,1080851,31,Everton,15,Chelsea,0,0,0,3,0.401303693,0.226644311,0.372051996,3.5,3.6,2,0.268656716,0.26119403,0.470149254,0,2,0,1,0
30/04/2017 12:00:00,1080852,32,Man United,259,Swansea,1,0,1,1,0.523792894,0.2180529,0.258154206,1.36,4.75,8,0.686664257,0.196602819,0.116732924,0,0,0,0,0
30/04/2017 14:05:00,1080853,21,Middlesbrough,167,Man City,1,0,2,2,0.347756534,0.222005296,0.430238171,13,5.25,1.25,0.072065889,0.178448868,0.749485244,2,2,0,0,0
29/04/2017 15:00:00,1080854,18,Southampton,214,Hull,0,0,0,0,0.504218552,0.23350944,0.262272008,1.6,3.75,5.75,0.586535192,0.250255015,0.163209793,0,0,0,0,0
29/04/2017 15:00:00,1080855,96,Stoke,29,West Ham,0,0,0,0,0.433319901,0.243942687,0.322737412,2,3.5,3.6,0.470149254,0.268656716,0.26119403,0,0,0,0,0
29/04/2017 15:00:00,1080856,16,Sunderland,183,Bournemouth,0,0,0,1,0.331353214,0.253338514,0.415308272,3,3.4,2.3,0.313804173,0.276886035,0.409309791,2,2,1,1,2.3
30/04/2017 16:30:00,1080857,30,Tottenham,13,Arsenal,0,0,2,0,0.440779816,0.214735378,0.344484806,1.85,3.75,4,0.51129101,0.252236898,0.236472092,0,0,1,1,1.85
1/5/17 20:00,1080858,27,Watford,26,Liverpool,0,1,0,1,0.297871121,0.228702657,0.473426222,5.75,4.5,1.5,0.163636364,0.209090909,0.627272727,2,2,1,1,1.5
15/04/2017 15:00:00,1080859,31,Everton,184,Burnley,0,0,3,1,0.540370132,0.23609112,0.223538749,1.4,4.5,8,0.672897196,0.209345794,0.117757009,0,0,1,1,1.4
29/04/2017 15:00:00,1080860,175,West Brom,14,Leicester,0,1,0,1,0.383011828,0.277123528,0.339864644,2.4,3.5,2.75,0.390862944,0.268020305,0.341116751,0,0,0,0,0
16/04/2017 16:00:00,1080861,32,Man United,15,Chelsea,1,0,2,0,0.455242243,0.214941225,0.329816531,2.55,3.2,2.8,0.369332234,0.294311624,0.336356142,0,0,1,1,2.55
7/5/17 16:00,1080862,13,Arsenal,32,Man United,0,0,2,0,0.480483697,0.209870344,0.309645958,1.91,3.7,4.33,0.51090142,0.263735598,0.225362982,0,0,1,1,1.91
17/04/2017 20:00:00,1080863,21,Middlesbrough,13,Arsenal,0,1,1,2,0.364916542,0.227747965,0.407335493,7,4,1.5,0.134831461,0.235955056,0.629213483,2,2,1,1,1.5
6/5/17 15:00,1080864,183,Bournemouth,96,Stoke,0,1,2,2,0.478711536,0.236057802,0.285230662,2.25,3.6,3.3,0.433497537,0.270935961,0.295566502,0,0,0,0,0
15/04/2017 17:30:00,1080865,18,Southampton,167,Man City,0,0,0,3,0.373763781,0.218500895,0.407735324,4.33,4,1.73,0.21808395,0.236075876,0.545840175,2,2,1,1,1.73
6/5/17 15:00,1080866,184,Burnley,175,West Brom,0,0,2,2,0.414903749,0.280236116,0.304860135,2.25,3.3,3.6,0.433497537,0.295566502,0.270935961,0,0,0,0,0
15/04/2017 15:00:00,1080867,96,Stoke,214,Hull,1,0,3,1,0.446326916,0.250794253,0.302878831,1.95,3.3,4,0.481137233,0.284308365,0.234554401,0,0,1,1,1.95
8/5/17 20:00,1080868,15,Chelsea,21,Middlesbrough,2,0,3,0,0.523109466,0.217245641,0.259644892,1.17,9,19,0.839222615,0.10909894,0.051678445,0,0,1,1,1.17
15/04/2017 15:00:00,1080869,16,Sunderland,29,West Ham,1,1,2,2,0.363348431,0.256992139,0.37965943,3.3,3.25,2.2,0.284463895,0.288840263,0.426695842,2,2,0,0,0
6/5/17 15:00,1080870,214,Hull,16,Sunderland,0,0,0,2,0.47321003,0.256935786,0.269854184,1.44,4.75,8,0.674237048,0.204400284,0.121362669,0,0,0,0,0
15/04/2017 12:30:00,1080871,30,Tottenham,183,Bournemouth,2,0,4,0,0.507508697,0.21728006,0.275211243,1.25,6,10,0.75,0.15625,0.09375,0,0,1,1,1.25
6/5/17 15:00,1080872,14,Leicester,27,Watford,1,0,3,0,0.422486924,0.261080209,0.316432867,1.57,4.2,6.5,0.619061657,0.231411143,0.1495272,0,0,1,1,1.57
15/04/2017 15:00:00,1080873,27,Watford,259,Swansea,1,0,1,0,0.383877662,0.252199468,0.363922871,2.4,3.3,2.9,0.391411043,0.284662577,0.32392638,0,0,1,1,2.4
7/5/17 13:30,1080874,26,Liverpool,18,Southampton,0,0,0,0,0.53295434,0.209506101,0.257539559,1.62,4.2,6,0.603968939,0.232959448,0.163071613,0,0,0,0,0
16/04/2017 13:30:00,1080875,175,West Brom,26,Liverpool,0,1,0,1,0.258636666,0.233087856,0.508275478,4,3.8,1.8,0.233926129,0.24623803,0.519835841,2,2,1,1,1.8
6/5/17 12:30,1080876,167,Man City,162,Crystal Palace,1,0,5,0,0.595969179,0.199650396,0.204380425,1.29,6.5,11,0.760031889,0.150837098,0.089131012,0,0,1,1,1.29
16/05/2017 19:45:00,1080877,13,Arsenal,16,Sunderland,0,0,2,0,0.619934237,0.201215012,0.178850752,1.09,13,29,0.891716732,0.074767018,0.03351625,0,0,1,1,1.09
6/5/17 17:30,1080878,259,Swansea,31,Everton,1,0,1,0,0.413038086,0.241105064,0.34585685,2.8,3.5,2.63,0.349084152,0.279267321,0.371648527,0,2,1,0,2.8
22/04/2017 15:00:00,1080879,183,Bournemouth,21,Middlesbrough,2,0,4,0,0.45481257,0.235740629,0.309446801,1.85,3.75,4.5,0.525087515,0.259043174,0.215869312,0,0,1,1,1.85
5/5/17 20:00,1080880,29,West Ham,30,Tottenham,0,0,1,0,0.361657126,0.23028518,0.408057694,8.5,5.25,1.4,0.115068493,0.18630137,0.698630137,2,2,0,0,0
13/05/2017 15:00:00,1080881,183,Bournemouth,184,Burnley,1,0,2,1,0.530948858,0.237345846,0.231705296,1.91,3.75,4.2,0.50914028,0.259322116,0.231537604,0,0,1,1,1.91
14/05/2017 12:00:00,1080882,162,Crystal Palace,214,Hull,2,0,4,0,0.43518168,0.255943618,0.308874702,2.1,3.6,3.75,0.466562986,0.272161742,0.261275272,0,0,1,1,2.1
12/5/17 19:45,1080883,31,Everton,27,Watford,0,0,1,0,0.515378775,0.231844223,0.252777002,1.5,4.5,7.5,0.652173913,0.217391304,0.130434783,0,0,1,1,1.5
13/05/2017 12:30:00,1080884,167,Man City,14,Leicester,2,1,2,1,0.616145855,0.196824874,0.187029271,1.25,7,12,0.779582367,0.139211137,0.081206497,0,0,1,1,1.25
13/05/2017 15:00:00,1080885,21,Middlesbrough,18,Southampton,0,1,1,2,0.418197381,0.239023734,0.342778885,4,3.6,2,0.243243243,0.27027027,0.486486486,0,2,0,1,0
